method_name, cluster_id
FunctionSignature(IVsSolutionEvents::OnAfterCloseSolution:1):41,1
FunctionSignature(IVsSolutionEvents::OnBeforeUnloadProject:2):71,2
FunctionSignature(PrintSwumCache:1):216,3
FunctionSignature(IVsSolutionEvents::OnBeforeCloseProject:2):61,3
FunctionSignature(IVsSolutionEvents::OnAfterOpenProject:2):51,4
FunctionSignature(IVsSolutionEvents::OnQueryCloseSolution:2):81,4
FunctionSignature(Configuration::GetValue:1):7,5
ConstructorSignature(SandoOptions::SandoOptions:2):8,5
FunctionSignature(SandoOptions::get:0):20,5
FunctionSignature(SandoOptions::set:0):20,5
FunctionSignature(SandoOptions::get:0):21,5
FunctionSignature(SandoOptions::set:0):21,5
ConstructorSignature(SandoOptionsControl::SandoOptionsControl:0):30,5
FunctionSignature(SandoOptionsControl::Dispose:1):44,5
FunctionSignature(SandoOptionsControl::InitializeComponent:0):68,5
FunctionSignature(SandoOptionsControl::get:0):178,5
FunctionSignature(SandoOptionsControl::set:0):182,5
FunctionSignature(SandoOptionsControl::get:0):190,5
FunctionSignature(SandoOptionsControl::set:0):194,5
FunctionSignature(SandoOptionsControl::get:0):202,5
FunctionSignature(SandoOptionsControl::set:0):206,5
FunctionSignature(SandoOptionsControl::ExtensionPointsPluginDirectoryPathButton_Click:2):214,5
FunctionSignature(SandoOptionsControl::SearchResultsConfigurationNumberOfResultsReturnedTextBox_TextChanged:2):228,5
ConstructorSignature(CppUnresolvedMethodElement::CppUnresolvedMethodElement:10):9,5
FunctionSignature(CppUnresolvedMethodElement::TryResolve:2):22,5
FunctionSignature(CppUnresolvedMethodElement::ResolveClassId:3):37,5
FunctionSignature(CppUnresolvedMethodElement::ResolveAccessType:3):52,5
FunctionSignature(CppUnresolvedMethodElement::get:0):68,5
FunctionSignature(CppUnresolvedMethodElement::set:0):68,5
FunctionSignature(CppUnresolvedMethodElement::get:0):69,5
FunctionSignature(CppUnresolvedMethodElement::set:0):69,5
FunctionSignature(CppUnresolvedMethodElement::get:0):70,5
FunctionSignature(CppUnresolvedMethodElement::set:0):70,5
ConstructorSignature(MethodElement::MethodElement:12):8,5
FunctionSignature(MethodElement::get:0):29,5
FunctionSignature(MethodElement::set:0):29,5
FunctionSignature(MethodElement::get:0):30,5
FunctionSignature(MethodElement::set:0):30,5
FunctionSignature(MethodElement::get:0):31,5
FunctionSignature(MethodElement::set:0):31,5
FunctionSignature(MethodElement::get:0):32,5
FunctionSignature(MethodElement::set:0):32,5
FunctionSignature(MethodElement::get:0):33,5
FunctionSignature(MethodElement::set:0):33,5
FunctionSignature(MethodElement::get:0):34,5
FunctionSignature(MethodElement::set:0):34,5
FunctionSignature(MethodElement::get:0):35,5
FunctionSignature(MethodElement::set:0):35,5
FunctionSignature(MethodElement::get:0):36,5
FunctionSignature(MethodElement::set:0):36,5
FunctionSignature(MethodElement::get:0):37,5
ConstructorSignature(SolutionKey::SolutionKey:3):8,5
FunctionSignature(SolutionKey::GetSolutionId:0):20,5
FunctionSignature(SolutionKey::GetIndexPath:0):25,5
FunctionSignature(SolutionKey::GetSolutionPath:0):30,5
ConstructorSignature(SandoException::SandoException:2):8,5
ConstructorSignature(SandoException::SandoException:3):13,5
ConstructorSignature(SandoException::SandoException:3):18,5
FunctionSignature(ExtensionPointsRepository::GetParserImplementation:1):14,5
FunctionSignature(ExtensionPointsRepository::RegisterParserImplementation:2):25,5
FunctionSignature(ExtensionPointsRepository::GetWordSplitterImplementation:0):36,5
FunctionSignature(ExtensionPointsRepository::RegisterWordSplitterImplementation:1):41,5
FunctionSignature(ExtensionPointsRepository::GetResultsReordererImplementation:0):48,5
FunctionSignature(ExtensionPointsRepository::RegisterResultsReordererImplementation:1):53,5
FunctionSignature(ExtensionPointsRepository::GetQueryWeightsSupplierImplementation:0):60,5
FunctionSignature(ExtensionPointsRepository::RegisterQueryWeightsSupplierImplementation:1):65,5
FunctionSignature(ExtensionPointsRepository::GetQueryRewriterImplementation:0):72,5
FunctionSignature(ExtensionPointsRepository::RegisterQueryRewriterImplementation:1):77,5
FunctionSignature(ExtensionPointsRepository::ClearRepository:0):84,5
FunctionSignature(ExtensionPointsRepository::get:0):95,5
ConstructorSignature(ExtensionPointsRepository::ExtensionPointsRepository:0):105,5
FunctionSignature(BaseExtensionPointConfiguration::get:0):5,5
FunctionSignature(BaseExtensionPointConfiguration::set:0):5,5
FunctionSignature(BaseExtensionPointConfiguration::get:0):6,5
FunctionSignature(BaseExtensionPointConfiguration::set:0):6,5
FunctionSignature(ExtensionPointsConfiguration::get:0):7,5
FunctionSignature(ExtensionPointsConfiguration::set:0):7,5
FunctionSignature(ExtensionPointsConfiguration::get:0):8,5
FunctionSignature(ExtensionPointsConfiguration::set:0):8,5
FunctionSignature(ExtensionPointsConfiguration::get:0):9,5
FunctionSignature(ExtensionPointsConfiguration::set:0):9,5
FunctionSignature(ExtensionPointsConfiguration::get:0):10,5
FunctionSignature(ExtensionPointsConfiguration::set:0):10,5
FunctionSignature(ExtensionPointsConfiguration::get:0):11,5
FunctionSignature(ExtensionPointsConfiguration::set:0):11,5
FunctionSignature(ExtensionPointsConfiguration::get:0):12,5
FunctionSignature(ExtensionPointsConfiguration::set:0):12,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::FindAndRegisterValidExtensionPoints:2):16,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::RemoveInvalidConfigurations:2):30,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::RemoveInvalidParserConfigurations:2):44,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::RemoveInvalidWordSplitterConfiguration:2):56,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::RemoveInvalidResultsReordererConfiguration:2):65,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::RemoveInvalidQueryWeightsSupplierConfiguration:2):74,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::RemoveInvalidQueryRewriterConfiguration:2):83,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::IsConfigurationInvalid:1):92,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::FindAndRegisterValidParserExtensionPoints:2):97,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::FindAndRegisterValidWordSplitterExtensionPoints:2):118,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::FindAndRegisterValidResultsReordererExtensionPoints:2):139,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::FindAndRegisterValidQueryWeightsSupplierExtensionPoints:2):160,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::FindAndRegisterValidQueryRewriterExtensionPoints:2):181,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::LoadAssembly:2):202,5
FunctionSignature(ExtensionPointsConfigurationAnalyzer::CreateInstance:3):208,5
FunctionSignature(ExtensionPointsConfigurationFileReader::ReadAndValidate:2):11,5
FunctionSignature(ExtensionPointsConfigurationFileReader::WriteConfiguration:2):30,5
FunctionSignature(ExtensionPointsConfigurationFileReader::TryRetrieveConfigurationObject:1):49,5
ConstructorSignature(ParserExtensionPointsConfiguration::ParserExtensionPointsConfiguration:0):7,5
FunctionSignature(ParserExtensionPointsConfiguration::get:0):13,5
FunctionSignature(ParserExtensionPointsConfiguration::set:0):13,5
FunctionSignature(ParserExtensionPointsConfiguration::get:0):14,5
FunctionSignature(ParserExtensionPointsConfiguration::set:0):14,5
FunctionSignature(ExceptionFormatter::CreateMessage:1):7,5
FunctionSignature(ExceptionFormatter::CreateMessage:2):12,5
FunctionSignature(FileLogger::CreateCustomLogger:1):13,5
ConstructorSignature(FileLogger::FileLogger:0):20,5
FunctionSignature(FileLogger::get:0):30,5
FunctionSignature(FileLogger::CreateLog:1):36,5
FunctionSignature(WordSplitter::ExtractWords:1):12,5
FunctionSignature(WordSplitter::ExtractSearchTerms:1):21,5
FunctionSignature(WordSplitter::InvalidCharactersFound:1):61,5
ConstructorSignature(PaiceStemmer::PaiceStemmer:2):20,5
FunctionSignature(PaiceStemmer::stripAffixes:1):35,5
FunctionSignature(PaiceStemmer::ReadRules:1):58,5
FunctionSignature(PaiceStemmer::stripSuffixes:1):121,5
FunctionSignature(PaiceStemmer::FirstVowel:2):326,5
FunctionSignature(PaiceStemmer::vowel:2):354,5
FunctionSignature(PaiceStemmer::charCode:1):390,5
FunctionSignature(PaiceStemmer::stripPrefixes:1):402,5
FunctionSignature(PaiceStemmer::Clean:1):434,5
ConstructorSignature(PaiceStemmerExtension::PaiceStemmerExtension:0):18,5
FunctionSignature(PaiceStemmerExtension::RewriteQuery:1):23,5
FunctionSignature(PaiceStemmerExtension::Parse:1):28,5
FunctionSignature(PaiceStemmerExtension::StemSentence:1):53,5
FunctionSignature(PaiceStemmerTest::StemmingTest:0):12,5
FunctionSignature(RelevanceFeedbackExtension::get:0):36,5
FunctionSignature(RelevanceFeedbackExtension::set:0):36,5
ConstructorSignature(RelevanceFeedbackExtension::RelevanceFeedbackExtension:0):46,5
ConstructorSignature(RelevanceFeedbackExtension::RelevanceFeedbackExtension:1):51,5
FunctionSignature(RelevanceFeedbackExtension::RewriteQuery:1):76,5
FunctionSignature(RelevanceFeedbackExtension::ReorderSearchResults:1):83,5
FunctionSignature(RelevanceFeedbackExtension::NotifySelection:1):127,5
FunctionSignature(RelevanceFeedbackExtension::RerankResults:2):142,5
FunctionSignature(RelevanceFeedbackExtension::WriteTrainingEntry:2):154,5
FunctionSignature(RelevanceFeedbackExtension::WriteRankingEntry:2):159,5
FunctionSignature(RelevanceFeedbackExtension::ReadNumberOfTrainingEntries:1):164,5
FunctionSignature(ContractForIMetric::runMetric:2):21,5
FunctionSignature(TopOfFile::runMetric:2):35,5
FunctionSignature(OriginalSandoRank::runMetric:2):46,5
FunctionSignature(QueryFileNameCosine::runMetric:2):54,5
FunctionSignature(QueryElementNameCosine::runMetric:2):67,5
FunctionSignature(QuerySnippetCosine::runMetric:2):84,5
FunctionSignature(Method_QueryArgsCosine::runMetric:2):101,5
FunctionSignature(Method_QueryClassNameCosine::runMetric:2):122,5
FunctionSignature(IsMethod::runMetric:2):143,5
FunctionSignature(IsComment::runMetric:2):162,5
FunctionSignature(MetricUtils::SentenceCosineSimilarity:2):179,5
FunctionSignature(RFRankGenerator::get:0):17,5
FunctionSignature(RFRankGenerator::set:0):17,5
ConstructorSignature(RFRankGenerator::RFRankGenerator:1):19,5
FunctionSignature(RFRankGenerator::GenerateModel:2):28,5
FunctionSignature(GenerateRanking:3):54,5
ConstructorSignature(RFTrainingEntry::RFTrainingEntry:4):12,5
FunctionSignature(RFTrainingEntry::AddRelevance:1):21,5
FunctionSignature(RFTrainingEntry::SerializeInClickedOrder:0):34,5
FunctionSignature(RFTrainingEntry::SerializeInSandoOrder:0):56,5
FunctionSignature(RFTrainingEntry::IsComplete:0):69,5
FunctionSignature(RFTrainingEntry::SerializeCodeSearchResult:1):74,5
FunctionSignature(RFTrainingEntry::get:0):89,5
FunctionSignature(RFTrainingEntry::set:0):89,5
FunctionSignature(RFTrainingEntry::get:0):90,5
FunctionSignature(RFTrainingEntry::set:0):90,5
FunctionSignature(RFTrainingEntry::get:0):91,5
FunctionSignature(RFTrainingEntry::set:0):91,5
FunctionSignature(SpellCheckingQueryRewriter::Initialize:0):12,5
FunctionSignature(SpellCheckingQueryRewriter::RewriteQuery:1):25,5
FunctionSignature(SpellCheckingQueryRewriterTest::TestRewrite:0):9,5
ConstructorSignature(DocumentIndexer::DocumentIndexer:2):22,5
FunctionSignature(DocumentIndexer::AddDocument:1):55,5
FunctionSignature(DocumentIndexer::DeleteDocuments:1):63,5
FunctionSignature(DocumentIndexer::CommitChanges:0):72,5
FunctionSignature(DocumentIndexer::ClearIndex:0):80,5
FunctionSignature(DocumentIndexer::UpdateReader:0):87,5
FunctionSignature(DocumentIndexer::AddIndexUpdateListener:1):100,5
FunctionSignature(DocumentIndexer::RemoveIndexUpdateListener:1):105,5
FunctionSignature(DocumentIndexer::NotifyIndexUpdateListeners:0):110,5
FunctionSignature(DocumentIndexer::IsUsable:0):119,5
FunctionSignature(DocumentIndexer::Dispose:0):133,5
FunctionSignature(DocumentIndexer::Dispose:1):139,5
FunctionSignature(DocumentIndexer::Dispose:2):145,5
DestructorSignature(DocumentIndexer::DocumentIndexer:0):163,5
FunctionSignature(DocumentIndexer::get:0):168,5
FunctionSignature(DocumentIndexer::set:0):168,5
FunctionSignature(DocumentIndexer::get:0):169,5
FunctionSignature(DocumentIndexer::set:0):169,5
FunctionSignature(DocumentIndexer::get:0):170,5
FunctionSignature(DocumentIndexer::set:0):170,5
FunctionSignature(DocumentIndexer::get:0):171,5
FunctionSignature(DocumentIndexer::set:0):171,5
FunctionSignature(DocumentIndexer::get:0):172,5
FunctionSignature(DocumentIndexer::set:0):172,5
FunctionSignature(DocumentIndexerFactory::CreateIndexer:2):185,5
FunctionSignature(DocumentIndexerFactory::CreateInstance:2):203,5
ConstructorSignature(ClassDocument::ClassDocument:1):9,5
ConstructorSignature(ClassDocument::ClassDocument:1):14,5
FunctionSignature(ClassDocument::AddDocumentFields:0):19,5
FunctionSignature(ClassDocument::ReadProgramElementFromDocument:6):30,5
ConstructorSignature(CommentDocument::CommentDocument:1):9,5
ConstructorSignature(CommentDocument::CommentDocument:1):14,5
FunctionSignature(CommentDocument::AddDocumentFields:0):19,5
FunctionSignature(CommentDocument::ReadProgramElementFromDocument:6):25,5
ConstructorSignature(DocCommentDocument::DocCommentDocument:1):9,5
ConstructorSignature(DocCommentDocument::DocCommentDocument:1):14,5
FunctionSignature(DocCommentDocument::AddDocumentFields:0):19,5
FunctionSignature(DocCommentDocument::ReadProgramElementFromDocument:6):26,5
FunctionSignature(DocumentFactory::Create:1):8,5
ConstructorSignature(EnumDocument::EnumDocument:1):9,5
ConstructorSignature(EnumDocument::EnumDocument:1):14,5
FunctionSignature(EnumDocument::AddDocumentFields:0):19,5
FunctionSignature(EnumDocument::ReadProgramElementFromDocument:6):27,5
ConstructorSignature(FieldDocument::FieldDocument:1):9,5
ConstructorSignature(FieldDocument::FieldDocument:1):14,5
FunctionSignature(FieldDocument::AddDocumentFields:0):19,5
FunctionSignature(FieldDocument::ReadProgramElementFromDocument:6):30,5
ConstructorSignature(MethodDocument::MethodDocument:1):9,5
ConstructorSignature(MethodDocument::MethodDocument:1):14,5
FunctionSignature(MethodDocument::AddDocumentFields:0):19,5
FunctionSignature(MethodDocument::ReadProgramElementFromDocument:6):32,5
ConstructorSignature(MethodPrototypeDocument::MethodPrototypeDocument:1):9,5
ConstructorSignature(MethodPrototypeDocument::MethodPrototypeDocument:1):14,5
FunctionSignature(MethodPrototypeDocument::AddDocumentFields:0):19,5
FunctionSignature(MethodPrototypeDocument::ReadProgramElementFromDocument:6):28,5
ConstructorSignature(PropertyDocument::PropertyDocument:1):9,5
ConstructorSignature(PropertyDocument::PropertyDocument:1):14,5
FunctionSignature(PropertyDocument::AddDocumentFields:0):19,5
FunctionSignature(PropertyDocument::ReadProgramElementFromDocument:6):30,5
ConstructorSignature(SandoDocument::SandoDocument:1):10,5
ConstructorSignature(SandoDocument::SandoDocument:1):15,5
FunctionSignature(SandoDocument::GetDocument:0):20,5
FunctionSignature(SandoDocument::AddCustomFields:0):38,5
FunctionSignature(SandoDocument::ReadProgramElementFromDocument:0):47,5
FunctionSignature(SandoDocument::AddDocumentFields:0):60,5
FunctionSignature(SandoDocument::ReadProgramElementFromDocument:6):66,5
FunctionSignature(SandoDocument::SetCustomFields:1):74,5
FunctionSignature(SandoDocument::GetMyType:0):87,5
FunctionSignature(SandoDocument::StandardizeFilePath:1):104,5
FunctionSignature(SandoDocument::ReadProgramElementFromDocument:2):117,5
FunctionSignature(SandoDocumentStringExtension::ToSandoSearchable:1):10,5
FunctionSignature(SandoDocumentStringExtension::ToSandoDisplayable:1):31,5
ConstructorSignature(StructDocument::StructDocument:1):12,5
ConstructorSignature(StructDocument::StructDocument:1):17,5
FunctionSignature(StructDocument::AddDocumentFields:0):22,5
FunctionSignature(StructDocument::ReadProgramElementFromDocument:6):32,5
ConstructorSignature(TextLineDocument::TextLineDocument:1):9,5
ConstructorSignature(TextLineDocument::TextLineDocument:1):14,5
FunctionSignature(TextLineDocument::AddDocumentFields:0):19,5
FunctionSignature(TextLineDocument::ReadProgramElementFromDocument:6):25,5
ConstructorSignature(IndexerException::IndexerException:2):9,5
ConstructorSignature(IndexerException::IndexerException:3):14,5
ConstructorSignature(IndexerException::IndexerException:3):19,5
FunctionSignature(CppHeaderElementResolver::GenerateCppHeaderElements:2):16,5
FunctionSignature(CppHeaderElementResolver::GetDocumentForUnresolvedCppMethod:2):40,5
FunctionSignature(FileOperationResolver::ResolveRequiredOperation:2):7,5
ConstructorSignature(IndexFilesStatesManager::IndexFilesStatesManager:2):12,5
FunctionSignature(IndexFilesStatesManager::ReadIndexFilesStates:0):23,5
FunctionSignature(IndexFilesStatesManager::ConvertDeserializedListToIndexFilesStates:1):47,5
FunctionSignature(IndexFilesStatesManager::SaveIndexFilesStates:0):57,5
FunctionSignature(IndexFilesStatesManager::ConvertIndexFilesStatesToSerializableList:0):79,5
FunctionSignature(IndexFilesStatesManager::GetIndexFileState:1):89,5
FunctionSignature(IndexFilesStatesManager::UpdateIndexFileState:2):100,5
ConstructorSignature(IndexFileState::IndexFileState:0):7,5
ConstructorSignature(IndexFileState::IndexFileState:2):11,5
FunctionSignature(IndexFileState::get:0):17,5
FunctionSignature(IndexFileState::set:0):17,5
FunctionSignature(IndexFileState::get:0):18,5
FunctionSignature(IndexFileState::set:0):18,5
ConstructorSignature(IndexState::IndexState:0):9,5
FunctionSignature(IndexState::get:0):14,5
FunctionSignature(IndexState::set:0):14,5
FunctionSignature(IndexState::Equals:1):16,5
FunctionSignature(IndexState::GetHashCode:0):30,5
FunctionSignature(RelevantFileInfo::get:0):38,5
FunctionSignature(RelevantFileInfo::set:0):38,5
FunctionSignature(RelevantFileInfo::get:0):39,5
FunctionSignature(RelevantFileInfo::set:0):39,5
FunctionSignature(IndexStateManager::IsIndexRecreationRequired:1):13,5
FunctionSignature(IndexStateManager::SaveCurrentIndexState:1):27,5
FunctionSignature(IndexStateManager::ConstructIndexPaths:0):38,5
FunctionSignature(IndexStateManager::readPreviousIndexState:1):45,5
FunctionSignature(IndexStateManager::readCurrentIndexState:2):69,5
FunctionSignature(IndexStateManager::findAndAddRelevantFilesToIndexState:2):80,5
FunctionSignature(IndexStateManager::saveIndexState:2):92,5
FunctionSignature(PhysicalFilesStatesManager::GetPhysicalFileState:1):9,5
ConstructorSignature(PhysicalFileState::PhysicalFileState:2):7,5
FunctionSignature(PhysicalFileState::get:0):13,5
FunctionSignature(PhysicalFileState::set:0):13,5
FunctionSignature(PhysicalFileState::get:0):14,5
FunctionSignature(PhysicalFileState::set:0):14,5
FunctionSignature(DefaultQueryRewriter::RewriteQuery:1):10,5
ConstructorSignature(IndexerSearcher::IndexerSearcher:1):12,5
FunctionSignature(IndexerSearcher::Search:1):17,5
FunctionSignature(IndexerSearcherFactory::CreateSearcher:1):44,5
FunctionSignature(ProgramElementReader::ReadProgramElementFromDocument:1):13,5
FunctionSignature(QueryWeightsSupplier::GetQueryWeightsValues:0):11,5
ConstructorSignature(AndSearchCriteria::AndSearchCriteria:2):7,5
FunctionSignature(AndSearchCriteria::ToQueryString:0):16,5
FunctionSignature(AndSearchCriteria::get:0):21,5
FunctionSignature(AndSearchCriteria::set:0):21,5
FunctionSignature(AndSearchCriteria::get:0):22,5
FunctionSignature(AndSearchCriteria::set:0):22,5
ConstructorSignature(NotSearchCriteria::NotSearchCriteria:2):13,5
FunctionSignature(NotSearchCriteria::ToQueryString:0):22,5
FunctionSignature(NotSearchCriteria::get:0):27,5
FunctionSignature(NotSearchCriteria::set:0):27,5
FunctionSignature(NotSearchCriteria::get:0):28,5
FunctionSignature(NotSearchCriteria::set:0):28,5
ConstructorSignature(OrSearchCriteria::OrSearchCriteria:2):7,5
FunctionSignature(OrSearchCriteria::ToQueryString:0):16,5
FunctionSignature(OrSearchCriteria::get:0):21,5
FunctionSignature(OrSearchCriteria::set:0):21,5
FunctionSignature(OrSearchCriteria::get:0):22,5
FunctionSignature(OrSearchCriteria::set:0):22,5
ConstructorSignature(ParenthesisSearchCriteria::ParenthesisSearchCriteria:1):7,5
FunctionSignature(ParenthesisSearchCriteria::ToQueryString:0):14,5
FunctionSignature(ParenthesisSearchCriteria::get:0):19,5
FunctionSignature(ParenthesisSearchCriteria::set:0):19,5
ConstructorSignature(SearchCriteria::SearchCriteria:0):5,5
FunctionSignature(SearchCriteria::Equals:1):12,5
FunctionSignature(SearchCriteria::GetHashCode:0):20,5
FunctionSignature(SearchCriteria::get:0):25,5
FunctionSignature(SearchCriteria::set:0):25,5
ConstructorSignature(SimpleSearchCriteria::SimpleSearchCriteria:0):15,5
FunctionSignature(SimpleSearchCriteria::ToQueryString:0):29,5
FunctionSignature(SimpleSearchCriteria::AccessLevelCriteriaToString:1):53,5
FunctionSignature(SimpleSearchCriteria::ProgramElementTypeCriteriaToString:1):74,5
FunctionSignature(SimpleSearchCriteria::LocationCriteriaToString:1):100,5
FunctionSignature(SimpleSearchCriteria::UsageTypeCriteriaToString:2):121,5
FunctionSignature(SimpleSearchCriteria::EscapeSpecialCharacters:1):173,5
FunctionSignature(SimpleSearchCriteria::SingleUsageTypeCriteriaToString:3):195,5
FunctionSignature(SimpleSearchCriteria::AppendBoostFactor:2):249,5
FunctionSignature(SimpleSearchCriteria::get:0):258,5
FunctionSignature(SimpleSearchCriteria::set:0):258,5
FunctionSignature(SimpleSearchCriteria::get:0):259,5
FunctionSignature(SimpleSearchCriteria::set:0):259,5
FunctionSignature(SimpleSearchCriteria::get:0):260,5
FunctionSignature(SimpleSearchCriteria::set:0):260,5
FunctionSignature(SimpleSearchCriteria::get:0):261,5
FunctionSignature(SimpleSearchCriteria::set:0):261,5
FunctionSignature(SimpleSearchCriteria::get:0):262,5
FunctionSignature(SimpleSearchCriteria::set:0):262,5
FunctionSignature(SimpleSearchCriteria::get:0):263,5
FunctionSignature(SimpleSearchCriteria::set:0):263,5
FunctionSignature(SimpleSearchCriteria::get:0):264,5
FunctionSignature(SimpleSearchCriteria::set:0):264,5
FunctionSignature(SimpleSearchCriteria::get:0):265,5
FunctionSignature(SimpleSearchCriteria::set:0):265,5
FunctionSignature(SimpleSearchCriteria::get:0):266,5
FunctionSignature(SimpleSearchCriteria::set:0):266,5
FunctionSignature(SimpleSearchCriteria::get:0):267,5
FunctionSignature(SimpleSearchCriteria::set:0):267,5
FunctionSignature(SimpleSearchCriteria::get:0):268,5
FunctionSignature(SimpleSearchCriteria::set:0):268,5
ConstructorSignature(ParserException::ParserException:2):9,5
ConstructorSignature(SrcMLCppParser::SrcMLCppParser:0):19,5
ConstructorSignature(SrcMLCppParser::SrcMLCppParser:1):24,5
FunctionSignature(SrcMLCppParser::SetSrcMLPath:1):42,5
FunctionSignature(SrcMLCppParser::Parse:1):47,5
FunctionSignature(SrcMLCppParser::ParseCppFunctionPrototypes:3):72,5
FunctionSignature(SrcMLCppParser::ParseCppConstructorPrototypes:3):83,5
FunctionSignature(SrcMLCppParser::ParseCppFunctionPrototype:3):94,5
FunctionSignature(SrcMLCppParser::ParseCppIncludes:1):131,5
FunctionSignature(SrcMLCppParser::ParseClasses:3):150,5
FunctionSignature(SrcMLCppParser::ParseStructs:3):161,5
FunctionSignature(SrcMLCppParser::ParseClassOrStruct:3):172,5
FunctionSignature(SrcMLCppParser::ParseConstructors:3):230,5
